cell	feat	expr_ev	expr_sd	expr_map	expr_ci_lower	expr_ci_upper	expr_naive
58	CNTLN	1.07	1.4878	0	0	19	0
58	DTX3L	1.08	1.4980	0	0	19	0
58	GAN	1.07	1.4929	0	0	19	0
58	IQGAP3	1.07	1.4930	0	0	19	0
58	MAGI3	1.08	1.5034	0	0	20	0
58	CHD6	1.07	1.4878	0	0	19	0
58	NFAT5	1.07	1.4878	0	0	19	0
58	UBL3	1.07	1.4879	0	0	19	0
58	CSTF2T	4.93	2.6553	3	0	10	4
58	NCKAP5L	4.86	2.6319	3	0	10	4
58	PRDM2	2.97	2.1379	1	0	10	2
58	ZNF407	1.07	1.4878	0	0	19	0
58	CDKL5	2.97	2.1378	1	0	10	2
58	NUMA1	1.07	1.4878	0	0	19	0
58	PLEKHG3	1.08	1.5035	0	0	20	0
58	AQR	2.98	2.1444	1	0	10	2
58	PCNX	1.07	1.4929	0	0	19	0
58	B4GALT5	1.07	1.4878	0	0	19	0
58	SPAST	4.89	2.6397	3	0	10	4
58	ERN1	1.07	1.4930	0	0	19	0
58	ZCCHC6	2.97	2.1377	1	0	10	2
58	UBOX5	1.07	1.4878	0	0	19	0
58	SEC24B	1.07	1.4878	0	0	19	0
58	WDR91	2.97	2.1378	1	0	10	2
58	RP11-350F4.2	1.07	1.4929	0	0	19	0
58	KLF11	2.97	2.1378	1	0	10	2
58	ARHGEF3	1.08	1.4981	0	0	19	0
58	DISP1	2.99	2.1510	1	0	10	2
58	C2orf49	1.07	1.4929	0	0	19	0
58	NAPEPLD	2.98	2.1443	1	0	10	2
58	BLM	1.07	1.4878	0	0	19	0
58	APC	4.86	2.6319	3	0	10	4
58	AFF4	1.07	1.4878	0	0	19	0
58	MON2	2.97	2.1378	1	0	10	2
58	GBF1	6.76	3.0469	5	1	13	6
58	SIRT1	1.07	1.4877	0	0	19	0
58	LMTK2	1.07	1.4878	0	0	19	0
58	MCM2	4.86	2.6320	3	0	10	4
58	EGFR	6.76	3.0469	5	1	13	6
58	SOGA1	1.07	1.4930	0	0	19	0
58	C5orf51	6.79	3.0557	5	1	13	6
58	ZNF33B	1.07	1.4928	0	0	19	0
58	SP4	1.09	1.5086	0	0	20	0
58	PAXIP1	4.89	2.6397	3	0	10	4
58	PRDM15	1.07	1.4878	0	0	19	0
58	ALPK2	1.08	1.4981	0	0	19	0
58	INTS3	4.86	2.6319	3	0	10	4
58	FBXO42	1.07	1.4878	0	0	19	0
58	KIF16B	1.08	1.4981	0	0	19	0
58	SRGAP1	2.97	2.1379	1	0	10	2
58	CEP128	1.07	1.4877	0	0	19	0
58	ZZEF1	1.07	1.4878	0	0	19	0
58	TMEM104	1.07	1.4930	0	0	19	0
58	LINC00641	1.07	1.4929	0	0	19	0
58	ATP10A	2.97	2.1379	1	0	10	2
58	TUBGCP5	4.86	2.6319	3	0	10	4
58	MBLAC2	1.07	1.4878	0	0	19	0
58	CLSPN	1.07	1.4878	0	0	19	0
58	RP11-566E18.3	1.07	1.4929	0	0	19	0
58	RNF169	1.07	1.4931	0	0	19	0
58	URB2	2.97	2.1380	1	0	10	2
58	CRNKL1	1.07	1.4930	0	0	19	0
58	CASC7	6.76	3.0469	5	1	13	6
58	CCDC117	1.07	1.4931	0	0	19	0
58	CDK5RAP2	6.76	3.0469	5	1	13	6
58	USP38	2.98	2.1444	1	0	10	2
58	IKZF5	1.07	1.4929	0	0	19	0
58	PTGFR	1.07	1.4929	0	0	19	0
58	C14orf132	1.07	1.4929	0	0	19	0
58	ZNF687	2.99	2.1510	1	0	10	2
58	CSPG4	1.07	1.4930	0	0	19	0
58	ABCA1	6.79	3.0556	5	1	13	6
58	MANEA	2.97	2.1378	1	0	10	2
58	CASC5	1.07	1.4930	0	0	19	0
58	CACNA1A	2.97	2.1378	1	0	10	2
58	LRIF1	2.97	2.1378	1	0	10	2
58	CEP85	4.86	2.6318	3	0	10	4
58	CUL9	1.09	1.5087	0	0	20	0
58	CDAN1	1.07	1.4929	0	0	19	0
58	FAM120C	1.07	1.4930	0	0	19	0
58	GPR107	1.07	1.4930	0	0	19	0
58	MORC2	1.07	1.4878	0	0	19	0
58	RP11-121C2.2	1.07	1.4878	0	0	19	0
58	SACS	1.07	1.4879	0	0	19	0
58	STK10	2.98	2.1443	1	0	10	2
58	ANKRD26	1.07	1.4929	0	0	19	0
58	DMXL2	2.98	2.1444	1	0	10	2
58	ZNF230	1.07	1.4930	0	0	19	0
58	INPP5F	4.89	2.6397	3	0	10	4
58	THSD4	8.66	3.4118	7	2	15	8
58	PIKFYVE	1.07	1.4878	0	0	19	0
58	IGF2R	1.07	1.4878	0	0	19	0
58	BMPER	1.07	1.4878	0	0	19	0
58	LLGL1	2.97	2.1377	1	0	10	2
58	ZNF512B	2.97	2.1378	1	0	10	2
58	AHCTF1P1	1.07	1.4878	0	0	19	0
58	SMAD9	1.07	1.4930	0	0	19	0
58	PHLPP1	1.07	1.4929	0	0	19	0
58	ARHGAP18	4.86	2.6318	3	0	10	4
58	ARID4A	1.07	1.4930	0	0	19	0
58	ARFGEF2	1.07	1.4878	0	0	19	0
58	PTPN14	1.07	1.4877	0	0	19	0
58	LRIG3	1.07	1.4878	0	0	19	0
58	OFD1	1.07	1.4878	0	0	19	0
58	RCAN3	1.08	1.4982	0	0	19	0
58	ZHX3	1.07	1.4879	0	0	19	0
58	NUP153	2.97	2.1378	1	0	10	2
58	WRN	1.07	1.4879	0	0	19	0
58	KLF9	1.07	1.4929	0	0	19	0
58	CAD	1.07	1.4878	0	0	19	0
58	REST	1.07	1.4878	0	0	19	0
58	NIPAL2	1.07	1.4879	0	0	19	0
58	RP11-473I1.10	1.08	1.4982	0	0	19	0
58	CDKN2B	1.07	1.4878	0	0	19	0
58	FLNC	6.76	3.0469	5	1	13	6
58	LYRM7	1.08	1.4981	0	0	19	0
58	GOLGA8A	1.07	1.4930	0	0	19	0
58	RBM19	1.07	1.4929	0	0	19	0
58	DDX60L	2.97	2.1378	1	0	10	2
58	TTLL4	1.07	1.4930	0	0	19	0
58	SBNO1	1.07	1.4878	0	0	19	0
58	C10orf12	1.07	1.4877	0	0	19	0
58	SEMA4F	1.07	1.4879	0	0	19	0
58	ITGA11	2.97	2.1378	1	0	10	2
58	ZBED1	1.07	1.4930	0	0	19	0
58	JARID2	1.08	1.4982	0	0	19	0
58	CHD8	1.07	1.4879	0	0	19	0
58	TBC1D8B	1.08	1.4982	0	0	19	0
58	ZSCAN30	1.07	1.4930	0	0	19	0
58	STXBP1	4.86	2.6319	3	0	10	4
58	STARD9	1.07	1.4879	0	0	19	0
58	ABCC5	1.07	1.4930	0	0	19	0
58	BOD1L1	4.86	2.6319	3	0	10	4
58	PHKA1	1.08	1.4981	0	0	19	0
58	ZNF652	2.98	2.1444	1	0	10	2
58	MARCH4	2.97	2.1379	1	0	10	2
58	SIPA1L2	1.08	1.5034	0	0	20	0
58	FAM171B	1.07	1.4878	0	0	19	0
58	BRD3	2.97	2.1378	1	0	10	2
58	SH2D5	1.07	1.4878	0	0	19	0
58	SVEP1	1.07	1.4877	0	0	19	0
58	GPD1L	1.07	1.4879	0	0	19	0
58	ZSCAN22	1.07	1.4929	0	0	19	0
58	ARFGEF1	2.97	2.1378	1	0	10	2
58	INTS1	2.98	2.1444	1	0	10	2
58	SAMD9L	2.98	2.1444	1	0	10	2
58	CD2AP	1.07	1.4929	0	0	19	0
58	DCBLD1	1.07	1.4879	0	0	19	0
58	ANKS1A	1.07	1.4929	0	0	19	0
58	AP1G2	2.97	2.1379	1	0	10	2
58	KLF13	4.86	2.6319	3	0	10	4
58	FBXO45	1.07	1.4879	0	0	19	0
58	DZIP3	4.89	2.6398	3	0	10	4
58	NSD1	3.01	2.1577	1	0	10	2
58	GSE1	1.07	1.4878	0	0	19	0
58	RELN	2.97	2.1378	1	0	10	2
58	ARHGEF10L	1.07	1.4877	0	0	19	0
58	LRRK1	1.07	1.4930	0	0	19	0
58	ZNF480	1.07	1.4930	0	0	19	0
58	TRERF1	1.07	1.4930	0	0	19	0
58	WDR35	2.97	2.1378	1	0	10	2
58	GLTSCR1L	1.07	1.4878	0	0	19	0
58	CRYBG3	1.07	1.4878	0	0	19	0
58	TIMELESS	2.97	2.1378	1	0	10	2
58	WDR81	2.97	2.1377	1	0	10	2
58	CREBBP	10.60	3.7517	9	4	19	10
58	TPR	1.07	1.4929	0	0	19	0
58	GTF3C2	1.07	1.4879	0	0	19	0
58	SALL2	1.07	1.4929	0	0	19	0
58	ANPEP	1.08	1.5035	0	0	20	0
58	TCOF1	2.97	2.1378	1	0	10	2
58	C4orf21	1.08	1.4981	0	0	19	0
58	RALGAPA1P	1.07	1.4879	0	0	19	0
58	MKI67	4.89	2.6397	3	0	10	4
58	TMEM260	1.07	1.4878	0	0	19	0
58	ZNF776	2.97	2.1378	1	0	10	2
58	CYP2U1	2.97	2.1378	1	0	10	2
58	FAM131B	1.07	1.4930	0	0	19	0
58	ATP9A	1.08	1.4981	0	0	19	0
58	RUNX2	2.99	2.1511	1	0	10	2
58	WDR37	1.07	1.4877	0	0	19	0
58	ZNF45	1.07	1.4930	0	0	19	0
58	MMGT1	1.07	1.4878	0	0	19	0
58	TCEANC2	1.08	1.4982	0	0	19	0
58	DENND4C	1.07	1.4877	0	0	19	0
58	CDCA2	1.07	1.4929	0	0	19	0
58	SENP5	1.07	1.4878	0	0	19	0
58	KDM3B	6.79	3.0557	5	1	13	6
58	EHMT1	6.85	3.0735	5	1	13	6
58	TBC1D9	1.07	1.4878	0	0	19	0
58	ULK2	2.97	2.1379	1	0	10	2
58	FAM217B	6.76	3.0469	5	1	13	6
58	MED23	1.08	1.4981	0	0	19	0
58	PHKA2	1.08	1.4981	0	0	19	0
58	NRDE2	1.07	1.4878	0	0	19	0
58	USP34	1.07	1.4929	0	0	19	0
58	ASCC3	1.07	1.4878	0	0	19	0
58	TRPS1	1.08	1.4980	0	0	19	0
58	ZNF654	1.07	1.4878	0	0	19	0
58	KANK1	1.08	1.5033	0	0	20	0
58	POLR3A	1.07	1.4878	0	0	19	0
58	CENPF	1.07	1.4878	0	0	19	0
58	CTDP1	1.07	1.4878	0	0	19	0
58	TTL	1.07	1.4928	0	0	19	0
58	BRCA2	1.07	1.4878	0	0	19	0
58	DNAJC18	1.08	1.4981	0	0	19	0
58	LUZP1	1.07	1.4878	0	0	19	0
58	MAPKBP1	1.07	1.4878	0	0	19	0
58	GDF11	1.07	1.4930	0	0	19	0
58	COL11A1	1.08	1.4980	0	0	19	0
58	ARID1A	2.97	2.1378	1	0	10	2
58	SLC7A6OS	1.07	1.4877	0	0	19	0
58	C18orf25	1.07	1.4878	0	0	19	0
58	MTR	1.07	1.4878	0	0	19	0
58	ESCO1	1.07	1.4878	0	0	19	0
58	SON	1.07	1.4878	0	0	19	0
58	POLD3	1.07	1.4877	0	0	19	0
58	KIAA1462	1.07	1.4878	0	0	19	0
58	NAV1	8.66	3.4119	7	2	15	8
58	TBC1D16	4.86	2.6319	3	0	10	4
58	HEATR6	1.07	1.4877	0	0	19	0
58	POLR1A	1.07	1.4878	0	0	19	0
58	VCPIP1	1.08	1.4981	0	0	19	0
58	MDN1	1.07	1.4878	0	0	19	0
58	DIS3L	1.07	1.4878	0	0	19	0
58	OTUD3	2.97	2.1377	1	0	10	2
58	WDR59	1.07	1.4878	0	0	19	0
58	DGKZP1	2.97	2.1379	1	0	10	2
58	VANGL1	1.08	1.4980	0	0	19	0
58	AKAP13	1.07	1.4930	0	0	19	0
58	ORC2	1.07	1.4930	0	0	19	0
58	MAP7D3	1.07	1.4878	0	0	19	0
58	LTBP2	1.07	1.4879	0	0	19	0
58	ROCK2	1.07	1.4878	0	0	19	0
58	WDR60	1.07	1.4878	0	0	19	0
58	TRO	6.76	3.0469	5	1	13	6
58	WWC3	6.76	3.0470	5	1	13	6
58	TPCN1	1.07	1.4877	0	0	19	0
58	MIB1	4.89	2.6397	3	0	10	4
58	BIRC3	1.07	1.4878	0	0	19	0
58	ANKRD32	2.97	2.1378	1	0	10	2
58	PDE7B	1.07	1.4929	0	0	19	0
58	RFX7	1.08	1.4982	0	0	19	0
58	KREMEN1	6.76	3.0469	5	1	13	6
58	UBE4B	1.07	1.4930	0	0	19	0
58	TWISTNB	1.07	1.4879	0	0	19	0
58	SIN3B	4.86	2.6319	3	0	10	4
58	CDC5L	2.97	2.1377	1	0	10	2
58	ELMSAN1	1.08	1.4980	0	0	19	0
58	ZNF592	4.89	2.6398	3	0	10	4
58	FHOD1	2.97	2.1378	1	0	10	2
58	DMXL1	1.07	1.4878	0	0	19	0
58	TRRAP	2.97	2.1378	1	0	10	2
58	TICRR	2.97	2.1377	1	0	10	2
58	DYNC1H1	1.08	1.4980	0	0	19	0
58	NACC2	1.08	1.4982	0	0	19	0
58	SLC24A1	1.07	1.4878	0	0	19	0
58	LRCH2	1.07	1.4878	0	0	19	0
58	MEGF8	1.07	1.4878	0	0	19	0
58	BDP1	1.08	1.4981	0	0	19	0
58	LPHN3	1.07	1.4929	0	0	19	0
58	AGO1	4.87	2.6321	3	0	10	4
58	SOCS4	1.07	1.4878	0	0	19	0
58	IGHMBP2	1.07	1.4878	0	0	19	0
58	ZCCHC11	1.07	1.4930	0	0	19	0
58	PRPF8	1.07	1.4877	0	0	19	0
58	SIN3A	1.07	1.4930	0	0	19	0
58	TJP2	6.76	3.0469	5	1	13	6
58	SV2A	2.97	2.1378	1	0	10	2
58	BRPF1	1.07	1.4878	0	0	19	0
58	MEX3A	1.07	1.4930	0	0	19	0
58	AGGF1	1.08	1.4981	0	0	19	0
58	PLCB3	2.99	2.1510	1	0	10	2
58	FOXK1	1.08	1.4982	0	0	19	0
58	SYTL4	1.07	1.4879	0	0	19	0
58	DMD	1.07	1.4930	0	0	19	0
58	ZBTB6	1.08	1.4980	0	0	19	0
58	DIO2	1.07	1.4929	0	0	19	0
58	ANGEL1	1.07	1.4929	0	0	19	0
58	FAM63B	1.07	1.4878	0	0	19	0
58	SMARCC2	1.08	1.4981	0	0	19	0
58	DNAH5	1.07	1.4929	0	0	19	0
58	USP20	1.07	1.4878	0	0	19	0
58	ATXN1L	1.08	1.4980	0	0	19	0
58	ZNF445	1.07	1.4878	0	0	19	0
58	MAP3K6	1.07	1.4929	0	0	19	0
58	TBCD	1.08	1.4980	0	0	19	0
58	IPO9	1.07	1.4930	0	0	19	0
58	NOTCH3	1.07	1.4878	0	0	19	0
58	KIAA1147	1.07	1.4929	0	0	19	0
58	ARIH1	1.07	1.4878	0	0	19	0
58	MSH3	6.82	3.0646	5	1	13	6
58	MLLT11	1.07	1.4879	0	0	19	0
58	DIP2B	1.07	1.4878	0	0	19	0
58	MPDZ	6.82	3.0646	5	1	13	6
58	ABCC10	1.07	1.4878	0	0	19	0
58	QRICH2	2.97	2.1379	1	0	10	2
58	CLOCK	2.99	2.1510	1	0	10	2
58	ADCY6	4.86	2.6319	3	0	10	4
58	HEATR5B	1.07	1.4930	0	0	19	0
58	RC3H1	1.07	1.4877	0	0	19	0
58	NUAK1	2.97	2.1379	1	0	10	2
58	ERCC6L	2.99	2.1511	1	0	10	2
58	UTP20	1.07	1.4930	0	0	19	0
58	ITPR1	2.97	2.1379	1	0	10	2
58	TAB3	6.76	3.0469	5	1	13	6
58	MAN1A2	1.07	1.4878	0	0	19	0
58	ARHGEF11	1.08	1.5034	0	0	20	0
58	NPR2	2.98	2.1444	1	0	10	2
58	FOXM1	6.76	3.0470	5	1	13	6
58	KCTD2	6.76	3.0470	5	1	13	6
58	HPS4	4.86	2.6318	3	0	10	4
58	BROX	1.08	1.4980	0	0	19	0
58	FAM179B	1.08	1.4981	0	0	19	0
58	CCSER2	4.89	2.6396	3	0	10	4
58	SH3BGRL2	2.97	2.1379	1	0	10	2
58	POLQ	3.01	2.1576	1	0	10	2
58	KIAA2026	6.76	3.0469	5	1	13	6
58	GPR180	1.07	1.4929	0	0	19	0
58	POGZ	1.07	1.4878	0	0	19	0
58	SESN2	1.07	1.4878	0	0	19	0
58	DOCK7	2.97	2.1379	1	0	10	2
58	ST3GAL2	1.07	1.4929	0	0	19	0
58	QSER1	1.07	1.4877	0	0	19	0
58	RALGAPA2	1.07	1.4930	0	0	19	0
58	RAPGEF6	1.07	1.4930	0	0	19	0
58	PIK3R1	1.07	1.4930	0	0	19	0
58	RMND5A	6.76	3.0469	5	1	13	6
58	ALMS1	1.07	1.4878	0	0	19	0
58	GPRIN1	1.07	1.4878	0	0	19	0
58	PHF13	1.07	1.4878	0	0	19	0
58	PLCL2	1.07	1.4930	0	0	19	0
58	EYA3	1.07	1.4930	0	0	19	0
58	LRRC58	1.07	1.4878	0	0	19	0
58	AFAP1L1	1.07	1.4930	0	0	19	0
58	PLXNA3	1.07	1.4878	0	0	19	0
58	GIGYF1	1.07	1.4878	0	0	19	0
58	SFXN5	1.07	1.4878	0	0	19	0
58	ANKRD52	1.07	1.4878	0	0	19	0
58	CSPP1	1.07	1.4879	0	0	19	0
58	WASH5P	4.89	2.6397	3	0	10	4
58	ITSN2	1.07	1.4929	0	0	19	0
58	ARHGAP29	1.07	1.4878	0	0	19	0
58	UBN1	2.97	2.1378	1	0	10	2
58	USP24	1.07	1.4930	0	0	19	0
58	ADO	1.07	1.4929	0	0	19	0
58	AGL	6.82	3.0646	5	1	13	6
58	TTF2	1.07	1.4878	0	0	19	0
58	ERMAP	2.97	2.1378	1	0	10	2
58	CARD10	1.07	1.4930	0	0	19	0
58	C2orf44	1.07	1.4930	0	0	19	0
58	SLC41A2	1.07	1.4879	0	0	19	0
58	ITPRIPL2	1.07	1.4930	0	0	19	0
58	SLC25A44	1.07	1.4930	0	0	19	0
58	PCMTD2	2.99	2.1510	1	0	10	2
58	ADCY7	1.07	1.4878	0	0	19	0
58	SETD2	1.08	1.4981	0	0	19	0
58	DIP2C	6.76	3.0469	5	1	13	6
58	PRMT10	1.07	1.4878	0	0	19	0
58	RPRD1B	2.97	2.1379	1	0	10	2
58	GTF3C4	1.07	1.4878	0	0	19	0
58	REV1	2.97	2.1378	1	0	10	2
58	AFAP1	1.07	1.4878	0	0	19	0
58	GMEB2	1.07	1.4929	0	0	19	0
58	AGPS	1.07	1.4930	0	0	19	0
58	EEF2K	1.08	1.4981	0	0	19	0
58	CEP41	2.98	2.1443	1	0	10	2
58	DOCK10	1.07	1.4877	0	0	19	0
58	STAT5B	4.86	2.6318	3	0	10	4
58	HEXIM1	2.97	2.1379	1	0	10	2
58	LPCAT2	1.07	1.4930	0	0	19	0
58	LARS2	1.08	1.4981	0	0	19	0
58	RP11-958N24.2	1.07	1.4878	0	0	19	0
58	KDM4A	12.45	4.0441	11	5	21	11
58	NOTCH1	1.08	1.5035	0	0	20	0
58	SLC1A1	1.07	1.4878	0	0	19	0
58	SLC18A2	2.97	2.1378	1	0	10	2
58	AGO4	1.07	1.4878	0	0	19	0
58	CD109	1.08	1.4981	0	0	19	0
58	TDRD7	4.86	2.6319	3	0	10	4
58	ANKRD50	1.08	1.4981	0	0	19	0
58	EXOC6B	1.07	1.4930	0	0	19	0
58	ASH1L	1.07	1.4877	0	0	19	0
58	PIK3R3	2.98	2.1444	1	0	10	2
58	ENTPD7	1.07	1.4878	0	0	19	0
58	SIPA1L3	1.07	1.4929	0	0	19	0
58	FLNB	2.97	2.1377	1	0	10	2
58	KLHL29	1.07	1.4931	0	0	19	0
58	MEGF9	1.07	1.4930	0	0	19	0
58	CLN5	1.07	1.4929	0	0	19	0
58	RIPK1	1.07	1.4930	0	0	19	0
58	FAM198B	1.07	1.4878	0	0	19	0
58	SPICE1	1.07	1.4930	0	0	19	0
58	KLHL25	2.97	2.1378	1	0	10	2
58	PHF20	4.86	2.6318	3	0	10	4
58	PRRC2B	1.07	1.4878	0	0	19	0
58	LPPR4	1.07	1.4930	0	0	19	0
58	SCUBE3	2.98	2.1444	1	0	10	2
58	ZFC3H1	12.45	4.0439	11	5	21	11
58	HIRA	1.07	1.4930	0	0	19	0
58	SNPH	4.89	2.6398	3	0	10	4
58	DOCK11	1.07	1.4878	0	0	19	0
58	LPGAT1	1.07	1.4929	0	0	19	0
58	NCAPD3	10.56	3.7411	9	4	19	9
58	FAM214A	1.07	1.4878	0	0	19	0
58	ABHD13	1.08	1.4981	0	0	19	0
58	UBE4A	1.08	1.5034	0	0	20	0
58	TRIM37	1.07	1.4878	0	0	19	0
58	APOLD1	1.08	1.4981	0	0	19	0
58	AKAP9	1.07	1.4878	0	0	19	0
58	C2CD5	2.97	2.1379	1	0	10	2
58	KRBA1	1.07	1.4878	0	0	19	0
58	C16orf72	1.07	1.4929	0	0	19	0
58	GID4	2.97	2.1379	1	0	10	2
58	PHF16	1.08	1.5035	0	0	20	0
58	EPC2	1.07	1.4878	0	0	19	0
58	FOXK2	1.07	1.4929	0	0	19	0
58	EHBP1L1	1.07	1.4929	0	0	19	0
58	ZNF354C	2.98	2.1446	1	0	10	2
58	SYT1	1.07	1.4879	0	0	19	0
58	ELF4	2.98	2.1444	1	0	10	2
58	VTI1A	1.07	1.4877	0	0	19	0
58	GM2A	1.07	1.4930	0	0	19	0
58	ZNF160	1.07	1.4929	0	0	19	0
58	FAM13A	4.89	2.6397	3	0	10	4
58	MYBBP1A	1.07	1.4930	0	0	19	0
58	REV3L	1.07	1.4929	0	0	19	0
58	ATP7B	1.08	1.4981	0	0	19	0
58	H6PD	1.07	1.4929	0	0	19	0
58	CNTRL	1.07	1.4930	0	0	19	0
58	TUBGCP4	1.07	1.4878	0	0	19	0
58	IQSEC1	1.07	1.4878	0	0	19	0
58	WDR62	2.97	2.1378	1	0	10	2
58	MORC3	1.07	1.4929	0	0	19	0
58	KLF3	1.07	1.4929	0	0	19	0
58	TMOD2	2.97	2.1378	1	0	10	2
58	TBC1D12	1.07	1.4878	0	0	19	0
58	PER3	1.07	1.4878	0	0	19	0
58	ZNF614	1.08	1.5035	0	0	20	0
58	DCLRE1A	1.07	1.4929	0	0	19	0
58	FOSB	1.07	1.4878	0	0	19	0
58	MED14	1.07	1.4930	0	0	19	0
58	HPS5	1.07	1.4930	0	0	19	0
58	RHOBTB2	1.07	1.4929	0	0	19	0
58	MED1	1.07	1.4877	0	0	19	0
58	TONSL	1.07	1.4878	0	0	19	0
58	ZNF549	1.07	1.4877	0	0	19	0
58	PDGFD	6.76	3.0469	5	1	13	6
58	TMED8	1.07	1.4930	0	0	19	0
58	ZNF470	1.07	1.4930	0	0	19	0
58	ARHGAP20	1.07	1.4878	0	0	19	0
58	SCAF8	4.86	2.6320	3	0	10	4
58	DSEL	1.07	1.4930	0	0	19	0
58	ZFYVE26	1.07	1.4929	0	0	19	0
58	NCOA1	2.97	2.1377	1	0	10	2
58	URB1	1.07	1.4929	0	0	19	0
58	ZC3H13	14.42	4.3377	13	6	23	13
58	LPIN3	1.07	1.4878	0	0	19	0
58	USP6NL	1.07	1.4930	0	0	19	0
58	SLC35B4	1.07	1.4877	0	0	19	0
58	KIF13A	2.97	2.1378	1	0	10	2
58	KCNMA1	1.07	1.4878	0	0	19	0
58	USP9X	14.42	4.3377	13	6	23	13
58	LMBRD2	1.07	1.4877	0	0	19	0
58	PTPN23	2.97	2.1378	1	0	10	2
58	VPS13D	1.07	1.4878	0	0	19	0
58	GUF1	1.07	1.4877	0	0	19	0
58	ERMP1	1.08	1.4981	0	0	19	0
58	WDFY2	1.07	1.4878	0	0	19	0
58	AMMECR1L	1.07	1.4878	0	0	19	0
58	ERVK13-1	1.08	1.4980	0	0	19	0
58	CEP135	2.98	2.1444	1	0	10	2
58	CDON	1.08	1.5034	0	0	20	0
58	SCN3A	1.08	1.4982	0	0	19	0
58	PTPRU	1.07	1.4930	0	0	19	0
58	FNBP1L	2.97	2.1378	1	0	10	2
58	WDR66	1.07	1.4878	0	0	19	0
58	POMT2	1.07	1.4878	0	0	19	0
58	NOM1	1.07	1.4930	0	0	19	0
58	NEK1	4.86	2.6319	3	0	10	4
58	TMPPE	1.07	1.4929	0	0	19	0
58	MTHFR	1.07	1.4878	0	0	19	0
58	MAFG	1.07	1.4929	0	0	19	0
58	TADA2B	1.08	1.4981	0	0	19	0
58	BRWD1	1.07	1.4929	0	0	19	0
58	CCDC93	1.07	1.4877	0	0	19	0
58	ZNF697	1.07	1.4929	0	0	19	0
58	VPS39	6.76	3.0469	5	1	13	6
58	ERI1	1.07	1.4878	0	0	19	0
58	SHC4	1.07	1.4929	0	0	19	0
58	ZNF252P	2.98	2.1443	1	0	10	2
58	ADAMTS15	1.07	1.4878	0	0	19	0
58	FTSJD2	1.07	1.4929	0	0	19	0
58	SEC16A	6.79	3.0559	5	1	13	6
58	AKAP8	1.07	1.4929	0	0	19	0
58	LSM11	1.09	1.5138	0	0	20	0
58	KIAA1551	1.07	1.4929	0	0	19	0
58	ITGA2	1.07	1.4878	0	0	19	0
58	CRY2	1.07	1.4930	0	0	19	0
58	LIG4	2.97	2.1379	1	0	10	2
58	CAPN15	1.07	1.4930	0	0	19	0
58	TGS1	1.08	1.5034	0	0	20	0
58	DHX8	2.97	2.1378	1	0	10	2
58	SLC2A12	1.07	1.4878	0	0	19	0
58	SEMA5A	1.07	1.4929	0	0	19	0
58	INTS2	1.07	1.4877	0	0	19	0
58	ZNF516	1.07	1.4878	0	0	19	0
58	FNIP1	2.98	2.1444	1	0	10	2
58	SMG1	1.07	1.4878	0	0	19	0
58	SNIP1	1.07	1.4878	0	0	19	0
58	CES2	1.07	1.4929	0	0	19	0
58	ARHGEF6	1.07	1.4877	0	0	19	0
58	TOPORS	1.07	1.4929	0	0	19	0
58	ZNF317	1.07	1.4878	0	0	19	0
58	MOK	1.07	1.4877	0	0	19	0
58	RYBP	1.07	1.4877	0	0	19	0
58	VAT1L	2.99	2.1510	1	0	10	2
58	AREL1	1.07	1.4929	0	0	19	0
58	LDLR	2.97	2.1377	1	0	10	2
58	ZNF521	1.07	1.4878	0	0	19	0
58	ANKFY1	4.89	2.6398	3	0	10	4
58	CDC42BPA	1.07	1.4878	0	0	19	0
58	UBE2O	1.07	1.4929	0	0	19	0
58	TRIM14	2.97	2.1378	1	0	10	2
58	ZNF248	1.07	1.4930	0	0	19	0
58	MLLT4	2.97	2.1378	1	0	10	2
58	HMGXB3	1.08	1.4981	0	0	19	0
58	FEM1C	1.07	1.4878	0	0	19	0
58	GPAM	1.07	1.4878	0	0	19	0
58	ZMAT3	2.98	2.1444	1	0	10	2
58	HELZ2	1.07	1.4878	0	0	19	0
58	DIEXF	1.07	1.4878	0	0	19	0
58	BRD1	1.07	1.4879	0	0	19	0
58	DENND6A	1.07	1.4877	0	0	19	0
58	DIP2A	1.07	1.4878	0	0	19	0
58	ZNF41	2.98	2.1446	1	0	10	2
58	BICD2	1.07	1.4878	0	0	19	0
58	SYNJ2	1.07	1.4879	0	0	19	0
58	NOL9	2.97	2.1378	1	0	10	2
58	RFX5	1.07	1.4929	0	0	19	0
58	OSBPL6	1.07	1.4930	0	0	19	0
58	EIF4ENIF1	4.89	2.6397	3	0	10	4
58	FZD4	1.07	1.4878	0	0	19	0
58	TMEM246	1.07	1.4877	0	0	19	0
58	ARID2	6.76	3.0470	5	1	13	6
58	ARL10	1.07	1.4930	0	0	19	0
58	NHLRC2	1.07	1.4878	0	0	19	0
58	PPRC1	2.98	2.1443	1	0	10	2
58	TSTD2	1.07	1.4930	0	0	19	0
58	BAG5	2.98	2.1444	1	0	10	2
58	TRPC6	1.07	1.4930	0	0	19	0
58	PARP14	2.98	2.1444	1	0	10	2
58	C11orf30	1.07	1.4878	0	0	19	0
58	MAVS	1.07	1.4930	0	0	19	0
58	LOXL4	1.08	1.4982	0	0	19	0
58	MCM3AP	1.07	1.4878	0	0	19	0
58	HAS2	1.07	1.4878	0	0	19	0
58	DHX38	1.07	1.4930	0	0	19	0
