cell	feat	expr_map	expr_ci_lower	expr_ci_upper	expr_naive
15	SLC5A3	0	0	2	0
15	H6PD	5	2	8	5
15	NUP98	1	0	4	1
15	CBL	2	0	5	2
15	SON	22	17	28	22
15	C14orf132	1	0	4	1
15	PLXNA1	9	6	14	10
15	CEP250	0	0	2	0
15	LMTK2	0	0	2	0
15	VPS13D	0	0	2	0
15	ZFC3H1	5	2	8	5
15	THSD4	5	2	8	5
15	FBN2	218	202	235	219
15	ALPK2	6	4	10	6
15	DYNC1H1	22	17	28	22
15	ZKSCAN2	1	0	4	1
15	FLNB	2	0	5	2
15	NUMA1	14	11	20	15
15	UBR2	2	1	5	2
15	ARL10	0	0	2	0
15	ATP11A	3	1	7	4
15	CBX5	14	10	20	15
15	C17orf51	2	1	5	2
15	FZD4	2	0	5	2
15	VCAN	28	22	35	29
15	MAN1A2	2	0	5	3
15	USP9X	8	5	13	9
15	CHD8	3	2	7	4
15	FOSB	2	0	5	2
15	USP24	2	1	5	3
15	HIVEP1	1	0	4	1
15	GTF3C4	3	1	7	4
15	DSEL	4	2	8	5
15	KIAA1199	33	27	41	34
15	SPTBN1	23	18	30	24
15	KIAA1462	5	2	8	5
15	TNC	181	167	197	182
15	SMARCA5	9	6	14	10
15	QSER1	0	0	2	0
15	DIEXF	0	0	2	0
15	SVEP1	12	8	17	12
15	UBR5	22	17	28	22
15	ASCC3	3	1	7	4
15	ALMS1	0	0	2	0
15	DIP2B	0	0	2	0
15	TEAD1	18	13	24	19
15	HIVEP2	0	0	2	0
15	NR4A1	7	4	11	7
15	IQGAP1	24	19	31	25
15	TPR	6	3	10	6
15	SRRM2	38	31	46	39
15	MYH10	38	32	46	39
15	USP34	1	0	4	1
15	AFAP1	0	0	2	0
15	KIAA1147	0	0	2	0
15	MKI67	1	0	4	1
15	DNAJC13	10	7	14	10
15	TLN1	104	93	116	105
15	ZC3H13	3	1	7	4
15	FRY	0	0	2	0
9	SCUBE3	9	6	14	10
9	AFAP1	11	7	16	11
9	SVEP1	47	39	55	47
9	ITGA2	1	0	4	1
9	DIP2B	1	0	4	1
9	BRCA2	2	0	5	2
9	SLC7A11	14	10	20	15
9	ZFC3H1	5	2	8	5
9	DOPEY1	0	0	2	0
9	AGPS	0	0	2	0
9	DYNC1H1	31	25	38	31
9	FBN1	134	121	147	135
9	CKAP5	14	10	20	15
9	TNC	14	10	20	15
9	HELZ2	2	0	5	2
9	ZKSCAN2	2	0	5	2
9	USP24	2	1	5	3
9	NUMA1	37	31	45	37
9	FZD4	0	0	2	0
9	PTPN14	12	8	17	12
9	SSH1	18	14	24	19
9	KIAA1199	27	21	34	27
9	POLQ	0	0	2	0
9	C14orf132	16	12	21	16
9	NOTCH2	11	7	16	11
9	PDS5A	2	1	5	2
9	SLC38A1	14	10	20	15
9	FASN	5	2	8	5
9	PHIP	0	0	2	0
9	DIEXF	1	0	4	1
9	H6PD	16	12	21	16
9	PRKCA	17	13	23	17
9	AFF4	7	4	11	7
9	GTF3C1	11	7	16	11
9	SIPA1L3	3	1	7	4
9	FRY	3	2	7	4
9	NKTR	4	2	8	5
9	DSEL	1	0	4	1
9	CASC5	0	0	2	0
9	DNAJC13	7	4	11	7
9	SPTAN1	66	57	76	66
9	FLNC	37	30	45	37
9	ZC3H13	5	2	8	5
9	FOSB	6	3	10	6
9	FLNB	1	0	4	1
9	CACNA1A	5	2	8	5
9	USP9X	11	7	16	11
9	CHD8	1	0	4	1
9	LUZP1	6	3	10	6
9	PIEZO1	27	22	34	28
9	CBL	0	0	2	0
9	PLXNA1	3	2	7	4
9	COL7A1	8	5	13	9
9	SON	36	29	43	36
9	C17orf51	0	0	2	0
9	PRRC2B	37	30	45	37
9	FLNA	387	366	410	389
9	VPS13A	0	0	2	0
9	LYST	0	0	2	0
9	GPR107	27	21	34	27
9	CBX5	13	9	19	14
9	CREBBP	17	13	23	17
9	ANKRD52	8	5	13	9
9	DIP2C	3	1	7	4
9	VCAN	9	6	14	10
9	DOCK7	9	6	14	10
9	EGFR	6	3	10	6
9	HEATR5B	0	0	2	0
9	TPR	13	9	19	14
9	KIDINS220	10	6	14	10
9	UBR5	28	22	35	29
9	HIVEP2	0	0	2	0
9	NR4A1	7	4	11	7
9	MKI67	5	2	8	5
9	PIK3CA	6	3	10	6
9	PRPF8	60	52	70	61
9	USP34	3	1	7	4
9	RAB3B	2	0	5	2
9	REV3L	4	2	8	5
9	SLC5A3	0	0	2	0
9	RNF169	2	0	5	2
9	HIVEP1	12	8	17	12
9	AKAP11	1	0	4	1
9	SMARCA5	16	11	21	16
9	STARD9	1	0	4	1
9	MYH10	16	12	21	16
9	CEP250	1	0	4	1
9	MALAT1	12	8	17	12
9	NF1	3	1	7	4
9	TNRC6A	8	5	13	9
9	ROCK2	25	20	32	26
9	TMOD2	1	0	4	1
9	FBN2	277	259	296	279
9	KIAA1462	16	12	22	16
9	VPS13D	1	0	4	1
9	MAN1A2	0	0	2	0
9	QSER1	0	0	2	0
9	HERC2	6	3	10	6
9	THBS1	1462	1426	1504	1469
9	ABCA2	0	0	2	0
9	UBR2	1	0	4	1
9	NUP98	4	2	8	5
9	ASCC3	1	0	4	1
9	ATP11A	6	3	10	6
9	FAM208B	3	1	7	4
9	SRRM2	45	38	54	46
9	THSD4	27	21	34	27
9	GTF3C4	2	0	5	2
9	COL5A1	221	205	238	222
9	MED14	0	0	2	0
9	AMOTL1	7	4	11	7
9	PRKDC	4	2	8	5
9	IQGAP1	48	40	57	49
9	KIAA1147	0	0	2	0
9	KPNA4	0	0	2	0
9	SPTBN1	52	44	61	52
9	LMTK2	2	1	5	2
9	ARL10	0	0	2	0
9	LRP1	143	130	157	145
9	FYCO1	10	6	14	10
9	PCNX	12	8	17	12
9	CENPF	3	1	7	4
9	PAPPA	129	117	143	131
9	NRIP1	1	0	4	1
9	IGF2R	103	92	115	104
9	KIAA2018	5	2	8	5
9	TEAD1	29	24	37	30
9	ALPK2	9	6	14	10
9	ALMS1	0	0	2	0
9	TLN1	78	68	88	79
11	PRRC2B	11	7	16	11
11	CHD8	2	0	5	2
11	KIAA1147	0	0	2	0
11	CASC5	0	0	2	0
11	PRKCA	13	10	19	14
11	ROCK2	14	10	20	15
11	FOSB	7	4	11	7
11	USP34	1	0	4	1
11	SPTBN1	33	27	41	34
11	THBS1	1732	1694	1776	1739
11	H6PD	7	4	11	7
11	DSEL	0	0	2	0
11	FBN1	78	68	88	79
11	PAPPA	48	40	57	49
11	KIDINS220	6	3	10	6
11	TNRC6A	0	0	2	0
11	NUP98	1	0	4	1
11	ARL10	1	0	4	1
11	HERC2	2	0	5	2
11	ATP11A	0	0	2	0
11	FRY	0	0	2	0
11	QSER1	0	0	2	0
11	MED14	0	0	2	0
11	RNF169	1	0	4	1
11	POLQ	0	0	2	0
11	AFAP1	8	5	13	9
11	NKTR	3	1	7	4
11	SMARCA5	13	9	19	14
11	HEATR5B	0	0	2	0
11	FAM208B	3	1	7	4
11	KIAA1462	23	18	30	24
11	ZC3H13	7	4	11	7
11	CBL	0	0	2	0
11	BRCA2	2	0	5	2
11	USP9X	6	3	10	6
11	ABCA2	2	0	5	2
11	AFF4	3	1	7	4
11	IQGAP1	43	36	51	44
11	FLNC	48	40	57	49
11	HELZ2	1	0	4	1
11	FYCO1	4	2	8	5
11	PDS5A	1	0	4	1
11	NR4A1	2	0	5	2
11	ALPK2	6	3	10	6
11	DIP2B	0	0	2	0
11	AMOTL1	12	8	17	12
11	COL5A1	113	101	125	114
11	GPR107	21	16	27	21
11	PLXNA1	4	2	8	5
11	C14orf132	3	1	7	4
11	CBX5	13	9	19	14
11	SIPA1L3	12	9	17	12
11	SPTAN1	28	23	35	29
11	FBN2	224	208	242	227
11	PIK3CA	1	0	4	1
11	STARD9	1	0	4	1
11	ZKSCAN2	0	0	2	0
11	MYH10	28	23	35	29
11	TNC	103	93	116	105
11	CACNA1A	1	0	4	1
11	FLNA	394	373	417	396
11	PRKDC	12	8	17	12
11	TEAD1	16	12	21	16
11	PTPN14	8	5	13	9
11	MALAT1	6	3	10	6
11	MKI67	3	1	7	4
11	CENPF	1	0	4	1
11	CKAP5	18	14	24	19
11	LMTK2	0	0	2	0
11	PCNX	6	3	10	6
11	C17orf51	1	0	4	1
11	IGF2R	60	52	70	61
11	AKAP11	1	0	4	1
11	LUZP1	2	1	5	2
11	SLC38A1	6	3	10	6
11	LRP1	93	83	105	95
11	UBR5	16	11	21	16
11	EGFR	14	10	20	15
11	PRPF8	70	61	80	71
11	KIAA2018	1	0	4	1
11	GTF3C1	8	5	13	9
11	COL7A1	5	2	8	5
11	SSH1	11	8	16	11
11	DNAJC13	2	1	5	2
11	PIEZO1	15	11	20	15
11	NRIP1	2	0	5	2
11	SLC5A3	0	0	2	0
11	NOTCH2	24	19	31	25
11	HIVEP1	3	2	7	4
11	SON	25	20	32	26
11	UBR2	0	0	2	0
11	NUMA1	12	8	17	12
11	SCUBE3	18	14	24	19
11	ANKRD52	13	10	19	14
11	NF1	3	1	7	4
11	DOPEY1	1	0	4	1
11	KPNA4	2	0	5	2
11	GTF3C4	1	0	4	1
11	DYNC1H1	11	7	16	11
11	CEP250	1	0	4	1
11	HIVEP2	2	1	5	3
11	VPS13D	3	1	7	4
11	VCAN	23	18	30	24
11	MAN1A2	1	0	4	1
11	DIP2C	1	0	4	1
11	THSD4	14	10	20	15
11	SRRM2	34	28	42	35
11	USP24	0	0	2	0
11	LYST	0	0	2	0
11	REV3L	2	0	5	2
11	ITGA2	9	6	14	10
11	FASN	3	1	7	4
11	VPS13A	0	0	2	0
11	FLNB	6	3	10	6
11	CREBBP	3	1	7	4
11	DOCK7	2	0	5	2
11	TPR	17	13	23	17
11	ALMS1	1	0	4	1
11	ASCC3	1	0	4	1
11	TLN1	71	62	82	72
11	KIAA1199	111	100	124	112
11	ZFC3H1	1	0	4	1
11	AGPS	1	0	4	1
11	SLC7A11	9	6	14	10
11	SVEP1	40	34	49	41
11	TMOD2	1	0	4	1
11	RAB3B	6	3	10	6
11	DIEXF	1	0	4	1
11	PHIP	0	0	2	0
11	FZD4	0	0	2	0
0	UBR5	24	19	31	25
0	ROCK2	29	23	36	30
0	ZKSCAN2	0	0	2	0
0	SPTAN1	58	50	68	59
0	GPR107	33	27	41	34
0	ATP11A	2	0	5	2
0	PLXNA1	4	2	8	5
0	CBX5	16	11	21	16
0	ASCC3	2	0	5	2
0	KIAA2018	2	0	5	2
0	HELZ2	0	0	2	0
0	NOTCH2	21	16	27	21
0	REV3L	4	2	8	5
0	ANKRD52	16	11	21	16
0	ZC3H13	6	4	10	6
0	IGF2R	132	120	146	133
0	LYST	0	0	2	0
0	SSH1	22	17	28	22
0	HEATR5B	0	0	2	0
0	FOSB	21	16	27	21
0	KPNA4	1	0	4	1
0	CHD8	8	5	13	9
0	NR4A1	13	9	19	14
0	AFAP1	9	6	14	10
0	FASN	2	0	5	2
0	FYCO1	11	7	16	11
0	QSER1	0	0	2	0
0	SVEP1	22	17	28	22
0	FZD4	1	0	4	1
0	TNC	244	227	262	246
0	LUZP1	2	1	5	2
0	COL5A1	447	424	471	448
0	DYNC1H1	58	50	68	59
0	POLQ	0	0	2	0
0	SCUBE3	27	21	34	28
0	FBN2	163	149	178	165
0	MKI67	4	2	8	5
0	RAB3B	13	9	19	14
0	USP24	1	0	4	1
0	TLN1	122	111	136	124
0	VCAN	23	18	30	24
0	ARL10	0	0	2	0
0	KIDINS220	11	7	16	11
0	EGFR	7	4	11	7
0	SPTBN1	77	67	87	77
0	PAPPA	33	27	40	34
0	PRKDC	8	5	13	9
0	SLC38A1	11	7	16	11
0	VPS13A	2	0	5	2
0	GTF3C1	22	17	28	22
0	CEP250	1	0	4	1
0	TEAD1	34	28	42	35
0	THSD4	29	24	37	30
0	SMARCA5	22	17	28	22
0	UBR2	0	0	2	0
0	GTF3C4	1	0	4	1
0	SRRM2	38	31	46	39
0	ALPK2	9	6	14	10
0	PRRC2B	28	23	35	29
0	MED14	0	0	2	0
0	VPS13D	1	0	4	1
0	NUP98	5	2	8	5
0	PIK3CA	2	0	5	2
0	PRKCA	10	6	14	10
0	AMOTL1	2	0	5	2
0	PIEZO1	23	18	30	24
0	STARD9	3	1	7	4
0	TPR	11	7	16	11
0	COL7A1	12	8	17	12
0	TNRC6A	7	4	11	7
0	FLNA	627	601	655	629
0	FBN1	110	99	122	111
0	KIAA1199	312	293	332	314
0	PHIP	0	0	2	0
0	SLC7A11	12	8	17	12
0	NKTR	0	0	2	0
0	DIP2B	1	0	4	1
0	LMTK2	1	0	4	1
0	AKAP11	0	0	2	0
0	FRY	0	0	2	0
0	ALMS1	1	0	4	1
0	PDS5A	11	7	16	11
0	IQGAP1	49	42	58	50
0	PTPN14	7	4	11	7
0	NUMA1	9	6	14	10
0	ITGA2	2	0	5	2
0	MYH10	33	27	41	34
0	LRP1	148	135	163	150
0	KIAA1147	0	0	2	0
0	USP34	8	5	13	9
0	FLNC	218	202	235	219
0	USP9X	0	0	2	0
0	HIVEP1	2	0	5	2
0	CKAP5	7	4	11	7
0	DIEXF	1	0	4	1
0	AFF4	7	4	11	7
0	THBS1	1129	1095	1166	1138
0	HERC2	5	2	8	5
0	DSEL	3	1	7	4
0	SON	19	15	26	20
0	CBL	0	0	2	0
0	DOCK7	5	2	8	5
0	KIAA1462	35	29	43	36
0	ZFC3H1	5	2	8	5
0	C17orf51	1	0	4	1
0	TMOD2	2	0	5	2
0	DOPEY1	0	0	2	0
0	MALAT1	12	8	17	12
0	DNAJC13	8	5	13	9
0	H6PD	2	1	5	2
0	CASC5	0	0	2	0
0	PCNX	8	5	13	9
0	AGPS	0	0	2	0
0	CENPF	1	0	4	1
0	PRPF8	66	58	77	67
0	ABCA2	2	1	5	2
0	FLNB	13	9	19	14
0	MAN1A2	3	1	7	4
0	RNF169	2	0	5	2
0	DIP2C	7	5	12	8
0	SLC5A3	1	0	4	1
0	C14orf132	2	0	5	2
0	HIVEP2	2	1	5	3
0	SIPA1L3	18	14	24	19
0	CREBBP	5	2	8	5
0	NRIP1	7	4	11	7
0	NF1	3	1	7	4
0	CACNA1A	1	0	4	1
0	BRCA2	1	0	4	1
0	FAM208B	4	2	8	5
49	PCNX	3	1	7	4
49	NRIP1	14	10	20	15
49	FZD4	0	0	2	0
49	SLC38A1	7	4	11	7
49	NKTR	2	1	5	2
49	SMARCA5	27	21	34	27
49	DIEXF	0	0	2	0
49	THBS1	1435	1399	1476	1443
49	PRKCA	18	14	24	19
49	BRCA2	0	0	2	0
49	SVEP1	6	3	10	6
49	REV3L	0	0	2	0
49	FBN1	39	32	47	40
49	ITGA2	0	0	2	0
49	COL7A1	2	0	5	2
49	PLXNA1	17	12	23	17
49	MKI67	2	0	5	2
49	PHIP	0	0	2	0
49	CHD8	4	2	8	5
49	LUZP1	8	5	13	9
49	ALMS1	0	0	2	0
49	DOCK7	6	4	10	6
49	FBN2	155	142	170	157
49	FYCO1	5	2	8	5
49	KIAA1199	294	276	314	297
49	LRP1	45	38	54	46
49	CACNA1A	0	0	2	0
49	CEP250	0	0	2	0
49	NF1	1	0	4	1
49	DYNC1H1	37	31	45	37
49	HERC2	2	0	5	2
49	MALAT1	11	7	16	11
49	AGPS	1	0	4	1
49	SLC5A3	0	0	2	0
49	ZC3H13	5	2	8	5
49	PRRC2B	8	5	13	9
49	FLNB	14	10	20	15
49	QSER1	0	0	2	0
49	TLN1	147	135	162	149
49	EGFR	2	0	5	2
49	KIAA1147	0	0	2	0
49	PTPN14	8	5	13	9
49	GTF3C4	1	0	4	1
49	SPTAN1	87	78	99	87
49	ARL10	1	0	4	1
49	KPNA4	2	0	5	2
49	ABCA2	0	0	2	0
49	USP24	0	0	2	0
49	HEATR5B	0	0	2	0
49	AKAP11	1	0	4	1
49	VPS13D	2	0	5	2
49	SON	16	11	21	16
49	IGF2R	22	17	28	22
49	ALPK2	19	15	26	20
49	KIAA2018	1	0	4	1
49	TPR	11	7	16	11
49	STARD9	0	0	2	0
49	VCAN	18	14	24	19
49	CENPF	1	0	4	1
49	NUMA1	3	1	7	4
49	LMTK2	0	0	2	0
49	FLNC	76	67	87	77
49	PRPF8	103	93	116	105
49	ZKSCAN2	0	0	2	0
49	KIAA1462	17	13	23	17
49	FRY	0	0	2	0
49	MYH10	35	29	43	36
49	KIDINS220	17	13	23	17
49	UBR5	22	17	28	22
49	CBL	0	0	2	0
49	TNRC6A	2	1	5	2
49	CREBBP	7	4	11	7
49	SIPA1L3	11	8	16	11
49	GPR107	28	23	35	29
49	USP34	8	5	13	9
49	PDS5A	5	2	8	5
49	UBR2	0	0	2	0
49	MAN1A2	1	0	4	1
49	SSH1	18	14	24	19
49	ASCC3	5	2	8	5
49	PAPPA	40	33	49	41
49	HELZ2	0	0	2	0
49	RAB3B	3	1	7	4
49	C17orf51	3	1	7	4
49	ATP11A	0	0	2	0
49	FLNA	657	629	686	660
49	MED14	3	1	7	4
49	DOPEY1	0	0	2	0
49	DSEL	1	0	4	1
49	POLQ	0	0	2	0
49	CBX5	14	10	20	15
49	TMOD2	0	0	2	0
49	FASN	5	2	8	5
49	PIEZO1	18	14	24	19
49	LYST	0	0	2	0
49	ANKRD52	17	13	23	17
49	AFF4	4	2	8	5
49	CASC5	0	0	2	0
49	ROCK2	33	27	40	34
49	GTF3C1	14	10	20	15
49	PIK3CA	0	0	2	0
49	AFAP1	12	8	17	12
49	H6PD	3	2	7	4
49	DIP2C	2	0	5	3
49	SCUBE3	8	5	13	9
49	ZFC3H1	2	1	5	2
49	NUP98	2	0	5	2
49	NR4A1	11	7	16	11
49	TEAD1	36	30	44	37
49	C14orf132	1	0	4	1
49	FOSB	2	0	5	2
49	NOTCH2	19	15	26	20
49	RNF169	0	0	2	0
49	THSD4	23	18	30	24
49	USP9X	8	5	13	9
49	COL5A1	154	141	169	155
49	SRRM2	46	39	55	47
49	CKAP5	18	14	24	19
49	VPS13A	2	0	5	2
49	AMOTL1	7	4	11	7
49	IQGAP1	57	49	67	59
49	TNC	71	62	82	72
49	DIP2B	1	0	4	1
49	SPTBN1	63	55	73	64
49	HIVEP2	0	0	2	0
49	DNAJC13	3	1	7	4
49	HIVEP1	0	0	2	0
49	PRKDC	20	16	27	21
49	FAM208B	1	0	4	1
49	SLC7A11	4	2	8	5
6	NUMA1	43	36	51	44
6	THSD4	13	9	19	14
6	NF1	2	0	5	2
6	FZD4	0	0	2	0
6	ATP11A	1	0	4	1
6	USP34	12	8	17	12
6	SPTBN1	48	41	57	49
6	CREBBP	32	26	39	32
6	DNAJC13	6	3	10	6
6	COL7A1	1	0	4	1
6	FBN1	47	40	56	47
6	THBS1	1195	1160	1233	1202
6	ZC3H13	6	3	10	6
6	PTPN14	8	5	13	9
6	HERC2	2	1	5	2
6	NKTR	4	2	8	5
6	PRKDC	28	22	35	29
6	POLQ	2	0	5	2
6	FRY	1	0	4	1
6	LYST	0	0	2	0
6	PRKCA	9	6	14	10
6	SLC38A1	16	11	21	16
6	CEP250	7	4	11	7
6	FBN2	229	212	246	231
6	ZFC3H1	2	1	5	2
6	AFF4	3	1	7	4
6	UBR2	0	0	2	0
6	CASC5	1	0	4	1
6	MYH10	40	34	49	41
6	ABCA2	1	0	4	1
6	SSH1	32	26	39	32
6	GPR107	34	28	42	35
6	ALMS1	6	3	10	6
6	RNF169	0	0	2	0
6	RAB3B	8	5	13	9
6	ARL10	0	0	2	0
6	FLNB	13	10	19	14
6	TMOD2	2	1	5	2
6	CKAP5	23	18	30	24
6	LMTK2	3	1	7	4
6	SCUBE3	3	1	7	4
6	TNRC6A	2	0	5	2
6	LRP1	45	38	54	46
6	SRRM2	95	84	107	96
6	C14orf132	2	0	5	2
6	C17orf51	5	2	8	5
6	KIAA1199	58	50	67	59
6	PIEZO1	28	23	35	29
6	NUP98	3	1	7	4
6	MALAT1	103	93	116	105
6	ITGA2	3	1	7	4
6	PHIP	2	0	5	2
6	TLN1	80	71	91	81
6	MED14	0	0	2	0
6	TNC	79	70	90	80
6	PLXNA1	3	1	7	4
6	PAPPA	14	10	20	15
6	EGFR	11	7	16	11
6	AKAP11	0	0	2	0
6	VPS13D	1	0	4	1
6	REV3L	3	1	7	4
6	FASN	2	0	5	2
6	ASCC3	4	2	8	5
6	UBR5	18	14	24	19
6	KIAA2018	4	2	8	5
6	BRCA2	0	0	2	0
6	TEAD1	25	20	32	26
6	STARD9	1	0	4	1
6	ANKRD52	29	24	37	30
6	NR4A1	2	0	5	2
6	DYNC1H1	34	28	42	35
6	CHD8	7	4	11	7
6	SMARCA5	41	34	50	42
6	MKI67	118	106	131	118
6	VCAN	38	31	46	39
6	LUZP1	12	8	17	12
6	PDS5A	1	0	4	1
6	ROCK2	19	14	25	20
6	HIVEP2	0	0	2	0
6	ZKSCAN2	1	0	4	1
6	DOPEY1	0	0	2	0
6	PIK3CA	1	0	4	1
6	HIVEP1	3	1	7	4
6	VPS13A	2	0	5	2
6	AFAP1	3	1	7	4
6	CBX5	41	34	50	42
6	USP24	2	0	5	3
6	DIEXF	0	0	2	0
6	DIP2C	2	0	5	3
6	KPNA4	2	0	5	2
6	PRRC2B	39	33	47	40
6	NRIP1	11	8	16	11
6	GTF3C1	21	16	27	21
6	HEATR5B	0	0	2	0
6	USP9X	7	4	11	7
6	SON	33	27	40	34
6	FOSB	11	7	16	11
6	COL5A1	92	82	104	94
6	SLC5A3	0	0	2	0
6	PRPF8	93	83	105	95
6	IQGAP1	34	28	42	35
6	FAM208B	4	2	8	5
6	CACNA1A	0	0	2	0
6	MAN1A2	0	0	2	0
6	SIPA1L3	18	14	24	19
6	SVEP1	69	60	79	70
6	CBL	0	0	2	0
6	QSER1	0	0	2	0
6	TPR	25	20	32	26
6	KIAA1147	0	0	2	0
6	H6PD	8	5	13	9
6	AMOTL1	12	8	17	12
6	CENPF	23	18	30	24
6	PCNX	9	6	14	10
6	IGF2R	70	61	81	71
6	DIP2B	1	0	4	1
6	NOTCH2	14	10	20	15
6	ALPK2	8	5	13	9
6	FYCO1	11	8	16	11
6	FLNC	59	51	69	60
6	KIDINS220	16	11	21	16
6	SPTAN1	48	41	57	49
6	DOCK7	8	5	13	9
6	DSEL	0	0	2	0
6	AGPS	0	0	2	0
6	KIAA1462	16	12	21	16
6	FLNA	410	388	433	412
6	SLC7A11	9	6	14	10
6	HELZ2	1	0	4	1
6	GTF3C4	3	1	7	4
43	PRKCA	12	8	17	12
43	DNAJC13	8	5	13	9
43	IGF2R	26	20	32	26
43	THSD4	14	11	20	15
43	EGFR	6	3	10	6
43	CBX5	30	24	38	31
43	NRIP1	10	6	14	10
43	CEP250	0	0	2	0
43	ABCA2	1	0	4	1
43	UBR2	0	0	2	0
43	TEAD1	48	40	57	49
43	ALPK2	9	6	14	10
43	PIEZO1	22	17	28	23
43	POLQ	0	0	2	0
43	PRRC2B	12	8	17	12
43	PDS5A	3	1	7	4
43	KIAA1199	128	116	142	130
43	ITGA2	0	0	2	0
43	AGPS	1	0	4	1
43	TNRC6A	2	0	5	2
43	FOSB	3	1	7	4
43	TPR	11	8	16	11
43	SLC5A3	1	0	4	1
43	AFAP1	22	17	28	22
43	PIK3CA	1	0	4	1
43	FRY	1	0	4	1
43	CHD8	5	2	8	5
43	FBN2	187	172	203	189
43	KIAA2018	2	0	5	2
43	LRP1	63	54	73	64
43	CBL	0	0	2	0
43	GTF3C1	11	8	16	11
43	HIVEP2	2	0	5	3
43	DIEXF	0	0	2	0
43	H6PD	1	0	4	1
43	NUP98	3	1	7	4
43	AMOTL1	6	3	10	6
43	SON	24	19	31	25
43	HELZ2	0	0	2	0
43	C17orf51	1	0	4	1
43	TLN1	148	135	162	149
43	UBR5	23	18	30	24
43	DYNC1H1	47	40	56	47
43	COL7A1	1	0	4	1
43	PLXNA1	16	12	21	16
43	FLNB	12	8	17	12
43	TNC	124	112	137	125
43	QSER1	1	0	4	1
43	PHIP	0	0	2	0
43	DOCK7	11	7	16	11
43	MED14	0	0	2	0
43	KIDINS220	3	1	7	4
43	FYCO1	12	8	17	12
43	ZFC3H1	4	2	8	5
43	ZKSCAN2	0	0	2	0
43	REV3L	3	1	7	4
43	NOTCH2	11	7	16	11
43	KPNA4	3	1	7	4
43	SLC38A1	7	4	11	7
43	DOPEY1	0	0	2	0
43	AFF4	7	4	11	7
43	SCUBE3	21	16	27	21
43	KIAA1147	0	0	2	0
43	USP34	3	1	7	4
43	IQGAP1	46	39	55	47
43	NR4A1	5	2	8	5
43	ATP11A	2	0	5	2
43	DSEL	1	0	4	1
43	FAM208B	6	3	10	6
43	GTF3C4	1	0	4	1
43	RAB3B	14	10	20	15
43	MYH10	42	35	50	42
43	PRPF8	112	100	125	113
43	PTPN14	9	6	14	10
43	PRKDC	13	9	19	14
43	FBN1	77	68	88	79
43	ARL10	1	0	4	1
43	ASCC3	2	0	5	2
43	HEATR5B	0	0	2	0
43	SLC7A11	2	0	5	2
43	DIP2C	2	1	5	3
43	ANKRD52	7	4	11	7
43	CASC5	0	0	2	0
43	USP24	3	1	7	4
43	ALMS1	0	0	2	0
43	ROCK2	24	19	31	25
43	CENPF	1	0	4	1
43	SPTBN1	61	53	70	61
43	RNF169	0	0	2	0
43	LMTK2	1	0	4	1
43	AKAP11	0	0	2	0
43	CACNA1A	0	0	2	0
43	FLNA	614	588	643	620
43	FLNC	65	56	75	66
43	LYST	0	0	2	0
43	NUMA1	3	1	7	4
43	HERC2	10	6	14	10
43	CREBBP	3	1	7	4
43	FASN	1	0	4	1
43	VCAN	17	12	23	17
43	MALAT1	3	1	7	4
43	BRCA2	0	0	2	0
43	MAN1A2	1	0	4	1
43	LUZP1	8	5	13	9
43	NKTR	2	0	5	2
43	CKAP5	8	6	13	9
43	FZD4	0	0	2	0
43	COL5A1	178	164	194	180
43	TMOD2	3	1	7	4
43	PCNX	6	3	10	6
43	KIAA1462	26	20	33	26
43	THBS1	1962	1926	2009	1972
43	SSH1	9	6	14	10
43	GPR107	16	11	21	16
43	PAPPA	21	16	27	21
43	NF1	6	3	10	6
43	SPTAN1	59	52	69	60
43	ZC3H13	7	4	11	7
43	STARD9	0	0	2	0
43	HIVEP1	0	0	2	0
43	SRRM2	57	49	67	59
43	SMARCA5	29	23	36	30
43	VPS13D	3	1	7	4
43	USP9X	11	7	16	11
43	VPS13A	1	0	4	1
43	SVEP1	24	19	31	25
43	C14orf132	7	4	11	7
43	SIPA1L3	7	4	11	7
43	MKI67	1	0	4	1
43	DIP2B	2	0	5	2
34	KIDINS220	7	4	11	7
34	KIAA1462	21	16	27	21
34	VCAN	34	28	42	35
34	THSD4	13	9	19	14
34	PIEZO1	26	20	32	26
34	TEAD1	24	19	31	25
34	GPR107	18	14	24	19
34	SPTBN1	53	46	63	54
34	NRIP1	13	9	19	14
34	FAM208B	5	2	8	5
34	UBR5	19	15	26	20
34	IQGAP1	47	39	55	47
34	PDS5A	5	2	8	5
34	ZKSCAN2	1	0	4	1
34	KIAA2018	0	0	2	0
34	SVEP1	48	40	56	49
34	CREBBP	11	7	16	11
34	TLN1	86	76	98	87
34	VPS13A	0	0	2	0
34	C17orf51	2	0	5	2
34	TNC	263	245	282	266
34	AKAP11	0	0	2	0
34	AFF4	1	0	4	1
34	HIVEP2	1	0	4	1
34	COL5A1	197	182	214	198
34	TPR	7	4	11	7
34	USP34	7	4	11	7
34	GTF3C1	12	9	17	12
34	SON	24	19	31	25
34	PLXNA1	17	13	23	17
34	PRPF8	94	83	105	95
34	ATP11A	1	0	4	1
34	ITGA2	1	0	4	1
34	SSH1	8	5	13	9
34	VPS13D	3	1	7	4
34	DYNC1H1	26	20	33	26
34	GTF3C4	1	0	4	1
34	THBS1	1601	1564	1644	1609
34	DOPEY1	1	0	4	1
34	USP24	0	0	2	0
