feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
FOXM1	30.0	4.0	4.0	0.0	17.0	8.0	4.0	0.0	0.0	0.0	17.0	0.0	0.0	13.0	17.0	17.0	0.0	4.0	4.0	0.0
FRY	17.0	0.0	0.0	4.0	4.0	0.0	17.0	0.0	8.0	8.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FTSJD2	21.0	4.0	0.0	8.0	4.0	4.0	4.0	4.0	0.0	8.0	0.0	34.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
FYCO1	0.0	0.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0	0.0	13.0	8.0	34.0	4.0	0.0	4.0	21.0	0.0	0.0	0.0
FZD4	4.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	8.0	0.0	0.0	0.0	21.0	0.0	0.0	4.0
GAN	0.0	0.0	4.0	17.0	8.0	4.0	0.0	0.0	4.0	4.0	17.0	4.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0
GBF1	21.0	17.0	8.0	0.0	17.0	0.0	8.0	0.0	8.0	69.0	0.0	13.0	26.0	4.0	8.0	4.0	13.0	0.0	8.0	4.0
GDF11	0.0	4.0	4.0	4.0	8.0	26.0	0.0	4.0	8.0	8.0	4.0	0.0	4.0	8.0	8.0	0.0	0.0	0.0	8.0	0.0
GEMIN4	4.0	0.0	0.0	4.0	26.0	0.0	4.0	8.0	0.0	8.0	0.0	8.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	4.0
GID4	0.0	0.0	0.0	8.0	0.0	8.0	4.0	4.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0
GIGYF1	4.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
GJA3	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0
GLTSCR1L	0.0	4.0	17.0	4.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0
GM2A	0.0	8.0	4.0	4.0	8.0	0.0	4.0	0.0	4.0	17.0	0.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
GMEB2	0.0	4.0	13.0	13.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
GOLGA8A	0.0	0.0	0.0	8.0	4.0	8.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	17.0	0.0	0.0	0.0
GPAM	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
GPATCH1	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	4.0	4.0	8.0	13.0
GPD1L	0.0	0.0	4.0	0.0	13.0	13.0	4.0	4.0	4.0	0.0	8.0	4.0	8.0	0.0	13.0	8.0	4.0	21.0	0.0	8.0
GPR107	4.0	4.0	4.0	8.0	0.0	13.0	13.0	0.0	26.0	8.0	4.0	26.0	21.0	0.0	13.0	0.0	8.0	0.0	13.0	0.0
GPR155	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	17.0
GPR180	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	4.0	0.0	8.0
GPRC5B	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
GPRIN1	8.0	0.0	8.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
GREM2	8.0	0.0	34.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	4.0	8.0	0.0	0.0	0.0	8.0	4.0	8.0	0.0
GSE1	4.0	13.0	4.0	0.0	4.0	4.0	8.0	4.0	0.0	4.0	13.0	0.0	0.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0
GTF3C1	26.0	0.0	0.0	0.0	21.0	4.0	8.0	4.0	0.0	8.0	4.0	4.0	13.0	0.0	4.0	0.0	0.0	0.0	4.0	8.0
GTF3C2	13.0	13.0	8.0	0.0	21.0	13.0	4.0	4.0	0.0	8.0	13.0	0.0	39.0	0.0	13.0	0.0	0.0	4.0	8.0	0.0
GTF3C4	4.0	4.0	0.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0
GUF1	0.0	0.0	13.0	8.0	8.0	4.0	21.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H6PD	0.0	4.0	0.0	4.0	4.0	4.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	4.0
HAS2	13.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCFC1	4.0	0.0	0.0	4.0	8.0	0.0	0.0	8.0	17.0	0.0	4.0	0.0	21.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0
HEATR5B	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0
HEATR6	30.0	0.0	4.0	13.0	0.0	4.0	30.0	4.0	8.0	30.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	17.0	4.0	4.0
HECTD2	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	21.0	0.0	13.0	0.0	0.0	13.0	0.0	4.0	8.0
HECTD3	0.0	17.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	0.0	4.0	4.0	0.0	8.0	8.0	0.0	0.0
HELZ2	0.0	0.0	8.0	8.0	8.0	4.0	0.0	0.0	21.0	4.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	17.0	4.0	8.0
HERC1	0.0	0.0	13.0	0.0	0.0	4.0	8.0	0.0	0.0	13.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	21.0	0.0	30.0
HERC2	0.0	13.0	0.0	4.0	8.0	8.0	4.0	0.0	0.0	13.0	8.0	13.0	4.0	0.0	13.0	0.0	4.0	0.0	4.0	0.0
HEXIM1	13.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0
HIP1	13.0	0.0	4.0	13.0	4.0	0.0	26.0	4.0	8.0	17.0	13.0	13.0	30.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0
HIP1R	4.0	4.0	0.0	0.0	8.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0
HIPK1	8.0	8.0	0.0	13.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	4.0	17.0	8.0	13.0	0.0	0.0	8.0	8.0	4.0
HIRA	8.0	4.0	0.0	13.0	8.0	8.0	0.0	8.0	0.0	0.0	8.0	4.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0
HIVEP1	8.0	0.0	13.0	0.0	0.0	0.0	21.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0
HIVEP2	13.0	0.0	4.0	17.0	8.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0
HMCN1	0.0	4.0	0.0	4.0	0.0	0.0	8.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0
HMGXB3	8.0	8.0	0.0	13.0	13.0	4.0	0.0	4.0	0.0	17.0	0.0	0.0	4.0	13.0	4.0	0.0	13.0	4.0	13.0	0.0
HPS4	4.0	4.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0
HPS5	0.0	4.0	0.0	30.0	4.0	4.0	13.0	0.0	4.0	4.0	0.0	8.0	13.0	4.0	0.0	21.0	17.0	0.0	4.0	0.0
HSPA12A	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	8.0	0.0
HSPA4L	13.0	0.0	0.0	17.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0
IFT122	8.0	0.0	13.0	0.0	21.0	8.0	4.0	0.0	4.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0
IGF2R	13.0	4.0	13.0	13.0	0.0	30.0	0.0	4.0	8.0	0.0	4.0	0.0	30.0	4.0	13.0	0.0	4.0	4.0	48.0	0.0
IGHMBP2	4.0	0.0	0.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	8.0	17.0	0.0	0.0
IKZF5	0.0	0.0	17.0	4.0	0.0	13.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL17RA	13.0	0.0	4.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0
INPP4A	4.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0	13.0	0.0	4.0	0.0	4.0	13.0	0.0	0.0	0.0
INPP5F	21.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	21.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0
INSR	4.0	17.0	0.0	0.0	13.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0
INTS1	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0	13.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0
INTS2	8.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	13.0	4.0
INTS3	8.0	0.0	13.0	0.0	13.0	8.0	4.0	13.0	21.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	4.0	0.0	4.0	4.0
IPO9	0.0	0.0	4.0	0.0	0.0	0.0	8.0	4.0	21.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	8.0
IQCE	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	13.0	0.0	0.0	4.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0
IQGAP3	0.0	0.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IQSEC1	0.0	4.0	0.0	4.0	0.0	0.0	8.0	4.0	4.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0
ITGA11	0.0	0.0	0.0	0.0	13.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	8.0	8.0	0.0	17.0	0.0	4.0	0.0
ITGA2	17.0	8.0	13.0	4.0	0.0	4.0	13.0	0.0	0.0	4.0	8.0	4.0	0.0	8.0	0.0	0.0	8.0	4.0	0.0	8.0
ITGA6	13.0	4.0	4.0	4.0	13.0	21.0	0.0	4.0	0.0	30.0	4.0	17.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	8.0
ITGA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	8.0	4.0	0.0	4.0
ITGB8	0.0	0.0	13.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	13.0
ITPR1	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	13.0	13.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	13.0
ITPRIP	8.0	13.0	0.0	0.0	17.0	4.0	17.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	13.0	0.0
ITPRIPL2	0.0	0.0	4.0	8.0	4.0	8.0	0.0	0.0	4.0	4.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
ITSN2	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	8.0	4.0	8.0	0.0	0.0	0.0	0.0	13.0	8.0	0.0	0.0	0.0
JAG1	17.0	4.0	4.0	17.0	0.0	4.0	4.0	8.0	30.0	13.0	8.0	4.0	17.0	0.0	13.0	4.0	0.0	4.0	0.0	13.0
JARID2	0.0	0.0	0.0	8.0	0.0	13.0	0.0	4.0	0.0	4.0	13.0	0.0	39.0	0.0	4.0	8.0	17.0	0.0	4.0	0.0
JRK	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0
KANK1	4.0	0.0	17.0	0.0	13.0	8.0	0.0	4.0	8.0	0.0	4.0	0.0	13.0	4.0	0.0	0.0	21.0	0.0	0.0	0.0
KAT6A	4.0	13.0	4.0	21.0	8.0	17.0	0.0	0.0	26.0	0.0	17.0	4.0	21.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0
KCNMA1	0.0	0.0	4.0	8.0	0.0	30.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
KCTD2	0.0	4.0	0.0	13.0	13.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0
KDM1B	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0
KDM3B	17.0	17.0	4.0	13.0	17.0	8.0	4.0	8.0	0.0	0.0	8.0	13.0	30.0	0.0	13.0	0.0	4.0	0.0	4.0	0.0
KDM4A	4.0	0.0	8.0	4.0	8.0	0.0	0.0	13.0	8.0	30.0	4.0	8.0	4.0	0.0	8.0	0.0	4.0	0.0	4.0	21.0
KIAA0247	0.0	8.0	8.0	8.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0
KIAA0355	13.0	4.0	8.0	0.0	13.0	8.0	4.0	0.0	8.0	4.0	0.0	0.0	4.0	8.0	0.0	0.0	4.0	0.0	13.0	0.0
KIAA0753	0.0	0.0	4.0	21.0	0.0	0.0	13.0	0.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	4.0	0.0
KIAA0754	8.0	8.0	8.0	26.0	0.0	0.0	13.0	0.0	17.0	17.0	26.0	0.0	17.0	0.0	4.0	0.0	8.0	0.0	8.0	0.0
KIAA1147	8.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0
KIAA1462	13.0	4.0	0.0	13.0	8.0	8.0	34.0	4.0	21.0	0.0	8.0	17.0	13.0	8.0	17.0	0.0	0.0	0.0	0.0	0.0
KIAA1551	4.0	4.0	0.0	26.0	26.0	4.0	13.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0
KIAA2018	0.0	8.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	8.0	0.0	4.0	4.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0
KIAA2026	0.0	8.0	4.0	4.0	0.0	8.0	4.0	8.0	4.0	4.0	0.0	21.0	0.0	8.0	0.0	4.0	8.0	0.0	8.0	0.0
KIDINS220	0.0	0.0	0.0	8.0	4.0	13.0	17.0	34.0	8.0	0.0	4.0	13.0	26.0	8.0	0.0	0.0	4.0	8.0	13.0	4.0
KIF13A	8.0	0.0	0.0	0.0	4.0	21.0	4.0	0.0	0.0	8.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0
KIF14	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0
KIF15	8.0	8.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0
KIF16B	0.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	8.0	8.0	0.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
KIF18B	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	17.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
KIF7	0.0	13.0	13.0	4.0	13.0	17.0	0.0	4.0	0.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0
KLF11	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	4.0	0.0
KLF13	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	4.0	8.0	0.0	13.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
KLF3	4.0	8.0	13.0	0.0	8.0	4.0	4.0	26.0	0.0	4.0	0.0	4.0	30.0	0.0	0.0	0.0	8.0	4.0	0.0	4.0
KLF9	4.0	0.0	8.0	0.0	8.0	30.0	4.0	8.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	8.0	21.0	8.0
KLHL15	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL25	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	4.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
KLHL29	4.0	4.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	0.0	0.0	17.0	0.0	0.0
KNTC1	0.0	13.0	0.0	4.0	8.0	8.0	30.0	0.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
KPNA4	0.0	4.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	13.0	48.0	8.0	26.0	0.0	0.0	0.0	17.0	0.0
KRAS	0.0	0.0	4.0	0.0	8.0	13.0	13.0	0.0	0.0	17.0	26.0	0.0	4.0	8.0	4.0	4.0	0.0	0.0	0.0	0.0
KRBA1	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
KREMEN1	0.0	0.0	17.0	4.0	4.0	0.0	8.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
LAMA1	13.0	4.0	0.0	8.0	0.0	13.0	21.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0
LARS2	4.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0
LDLR	13.0	0.0	13.0	4.0	0.0	8.0	13.0	8.0	0.0	4.0	0.0	8.0	34.0	4.0	4.0	0.0	0.0	4.0	0.0	13.0
LEMD3	0.0	0.0	0.0	0.0	8.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0
LIG3	4.0	0.0	0.0	26.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	13.0	21.0
LIG4	0.0	8.0	4.0	4.0	8.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0
LINC00641	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	17.0
LLGL1	0.0	0.0	0.0	8.0	8.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	4.0	0.0	0.0
LMBRD2	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	8.0	0.0	21.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0
LMTK2	0.0	13.0	0.0	0.0	0.0	8.0	30.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	30.0	13.0
LNPEP	0.0	4.0	0.0	4.0	13.0	0.0	13.0	0.0	8.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
LOXL4	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPCAT2	17.0	0.0	21.0	4.0	8.0	0.0	4.0	4.0	0.0	13.0	0.0	0.0	0.0	8.0	4.0	0.0	8.0	0.0	4.0	4.0
LPGAT1	4.0	0.0	4.0	26.0	4.0	0.0	30.0	0.0	0.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
LPHN3	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0
LPIN1	4.0	0.0	21.0	17.0	34.0	8.0	8.0	13.0	0.0	0.0	8.0	0.0	8.0	4.0	21.0	0.0	21.0	8.0	0.0	4.0
LPIN3	4.0	0.0	13.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	8.0	4.0	4.0	0.0	8.0	8.0	0.0	13.0
LPPR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
LRCH2	13.0	0.0	4.0	8.0	8.0	0.0	21.0	0.0	21.0	26.0	0.0	4.0	0.0	21.0	4.0	0.0	0.0	0.0	13.0	8.0
LRIF1	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	8.0	4.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRIG3	13.0	4.0	8.0	13.0	0.0	4.0	0.0	0.0	30.0	17.0	0.0	0.0	21.0	8.0	13.0	17.0	0.0	13.0	4.0	0.0
LRP4	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	4.0	8.0	21.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
LRRC2	13.0	0.0	4.0	8.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	13.0	0.0	4.0	0.0	30.0	13.0
LRRC58	4.0	17.0	4.0	4.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
LRRC8C	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	8.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0
LRRK1	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	17.0	0.0	4.0	8.0	0.0	4.0	0.0	13.0	0.0	8.0	0.0
LSM11	0.0	0.0	0.0	4.0	8.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	4.0	17.0	0.0	0.0	0.0	4.0	0.0
LSM3	26.0	0.0	4.0	8.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LSS	4.0	0.0	0.0	8.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	0.0
LTBP2	0.0	8.0	8.0	56.0	26.0	4.0	26.0	0.0	4.0	0.0	0.0	39.0	13.0	4.0	4.0	0.0	0.0	8.0	8.0	0.0
LUZP1	0.0	21.0	13.0	21.0	0.0	21.0	4.0	8.0	4.0	13.0	0.0	8.0	4.0	4.0	0.0	4.0	0.0	0.0	39.0	4.0
LYRM7	0.0	4.0	4.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0
MAFG	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0
MAGI3	0.0	4.0	0.0	0.0	0.0	4.0	0.0	8.0	4.0	4.0	0.0	8.0	4.0	13.0	4.0	0.0	13.0	0.0	0.0	8.0
MAML2	0.0	0.0	8.0	0.0	13.0	8.0	4.0	4.0	0.0	13.0	0.0	34.0	17.0	8.0	13.0	0.0	0.0	0.0	4.0	0.0
MAN1A2	0.0	0.0	8.0	21.0	26.0	0.0	21.0	0.0	0.0	4.0	4.0	30.0	0.0	0.0	4.0	8.0	0.0	8.0	4.0	0.0
MANEA	4.0	4.0	8.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	8.0
MAP3K1	0.0	13.0	0.0	8.0	4.0	0.0	4.0	8.0	4.0	4.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0
MAP3K14	17.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
MAP3K5	8.0	0.0	8.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	13.0	4.0	30.0	0.0	0.0	0.0	4.0	0.0	8.0	13.0
MAP3K6	8.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0
MAP7D3	0.0	8.0	4.0	0.0	8.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
MAPKBP1	4.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
MARCH4	4.0	0.0	4.0	4.0	8.0	4.0	8.0	8.0	0.0	17.0	0.0	8.0	17.0	17.0	8.0	0.0	0.0	0.0	56.0	0.0
MAVS	0.0	4.0	8.0	13.0	0.0	0.0	17.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	8.0	8.0	0.0
MBLAC2	8.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0
